id,text,label,annotator1,annotator2,source
178,"Cái thời tiết như mấy hôm nay, mưa rả rích rùi lành lạnh thì m hay chọn những món đồ nước, nóng hổi để ăn😍 ",POS,POS,POS,
179,Chắc chắn sẽ quay lại.,POS,POS,POS,
180,Nói chung ăn miến lươn xào mềm thì mình chỉ tin tưởng ở đây thui. Lươn giòn cũng có nhưg k bằng mềm đâu ạ. ,POS,POS,POS,
181,"Nửa năm trước mua về ăn còn thấy tạm ổn. Hôm nay gọi ship 1 vịt nướng, thịt nhão, đỏ, nhiều mỡ. Cảm giác hơi phí tiền.",NEG,NEG,NEG,
182,Những lời review có cánh đã làm tôi đến đây. THỰC SỰ THẤT VỌNG. Cảm thấy phí tiền nhất trong chục năm cuộc đời đi ăn ở cái đất Hà Thành này :))) ,NEG,NEG,NEG,
183,"Mình đi ăn cùng 2 người bạn, gọi nửa con nướng, nửa con rang giềng, 1 canh măng và 1 đĩa chân cổ cánh chiên mè. Quán quá đông nên chắc nướng vội, nửa con nướng bị đỏ gần 1/3 đĩa, mình phải bỏ k dám ăn, đĩa rang giềng thì gia vị đậm đà nhưng ngấy. Canh măng k có gì đặc biệt. Riêng đĩa chân cổ cánh chiên mè có 4 cái chân vịt, 2 cái đầu cánh và 1 cái đầu mà quán tính 100k thì đắt thật. ",NEG,NEG,NEG,
184,Ship về nên ăn cũng bình thường . Nửa con mà thấy ship về hơi ít so với mọi chỗ mà giá tương đương,NEU,NEU,NEG,
185,Đặt 2 xuất quẩy tính tiền 2 xuất mà ship có 1 xuất,NEG,NEG,NEG,
186,"Bún bò Huế ăn khá ngon. Đông khách. Tuy nhiên thời gian phục vụ và tính tiền hơi chậm. Mọi người chủ yếu ăn bún bò Huế. Món bánh bèo, bánh xèo không nên chọn",NEU,NEU,NEU,
187,2 vợ chồng vào ăn gọi 1 bát thập cẩm xương nạc và 1 bát thập cẩm gân và 2 trà đá. nv bê ra ck mình ăn vài miếng mình mới hỏi ơ sao k có gân chỉ có 3 -4 miếng thịt và 1 bò viên.. hỏi nv họ bảo nhầm với em mới làm. k thấy bù trả gì cả vẫn tính tiền như thường. trà đá gọi tận 2 lần mà k mang ra mặc dù vắng khách. quá đắt cho giá 55k/bát. đây là lần thứ 3 bị như vậy rồi. gọi ship lần trc thì k có miếng thịt nào. sáng ra mua bực vào mình. không bg quay lại nữa . mọi ng cân nhắc nhé. chất lượng quá kém,NEG,NEG,NEG,
188,"Trưa nay ko kịp nấu ăn nên mình ra quán gọi một bán bún bò huế. So với lần ăn cách đây vài tháng thì chất lượng ngày càng tệ đi nhiều, nước dùng thì ngọt lớ, quá nhiều mỳ chính, và ít thịt so với giá 50k/bát. Mình có gọi thêm ít tiết ăn thêm thì khi tính tiền khá là sốc: 20k cho một bát tiết được lèo tèo 6 hay 7 miếng gì đấy bé bằng đốt ngón tay cái. Ăn xong đã chán rồi, lúc tính tiền còn chán hơn. Tự nhủ là sẽ không bao giờ quay lại!",NEG,NEG,NEG,
189,"Vào đến nơi nhìn menu toàn 50 60k đã thấy cao rồi. Mình gọi thử 1 bát bún chỉ bò và bò viên thì thực sự khá ít thịt, bát bún cũng chẳng phải đầy đặn nếu so với giá. Được cái nước dùng thì đậm đà vừa phải. Nói chung sẽ ko quay lại vì vừa đắt lại ko no",NEG,NEG,NEG,
190,"Nếu ko xét giá thì phải gọi là quá quá tuyệtt, bát bún đầy ú ụ mà mình ăn mãi k thấy chán. Nước dùng đậm đà thơm ngon. Tóm lại là rất ngon, must try các bạn ạ 😭",POS,POS,POS,
191,"Mình ăn thử một suất thấy hơi nước dùng không đặc sắc mấy, nhiều thịt thì chắc ai ăn khoẻ sẽ thích nhưng mình thấy hơi mất cân bằng, bò viên khá ngon, tiết heo thì mặn với lại màu sắc bên trong với bên ngoài không đều nhau. Quán Khải Phong mới mở bên cạnh ăn coi bộ ổn hơn.",POS,POS,NEG,
192,Bát bún khá đầy đặn! Nước dùng thanh! Phục vụ tốt!,POS,POS,POS,
193,"Quán đông, phục vụ chuyên nghiệp, nước dùng tạm được. Nhưng dọc mùng ko làm kỹ nên ăn hay bị ngứa. Ở khu vực xung quanh ăn đổi món thì được.",NEU,NEU,NEU,
194,Đây có lẽ là quán bún to và chuyên nghiệp nhất quận Long biên ,POS,POS,POS,
195,"Trà táo 35k
Cookie socola 38k 
Nước ở đây bình thường, nhưng giá hơi chát ạ 
Không gian quán giống với nhiều quán khác 
Phục bình thường, chỉ có 2 người phục vụ.
Đợi nước hơi bị lâu í 
Nói chung là delio ở nơi khác thì mình không biết thế nào nhưng ở Hồ Đắc Di thì nhạt quá ạ 😭😭",POS,POS,NEU,
196,"Hôm rồi trung tâm mình tổ chức noel party ở đây vì mua được voucher 150k/người suất buffet lẩu ạ. Nhà hàng nằm trên đầu đường Thái Thịnh rất to, nhìn có vẻ chuyên về hội nghị tiệc cưới hơn. Bởi vậy nên buffet ở đây là kêu nhân viên đem ra chứ không tự lấy ạ. Nước lẩu khá nhạt, không có gì đặc sắc, mình phải xin thêm sa tế bỏ vào mới có tí vị. Đồ nhúng lẩu gồm có thịt bò, cá viên, tôm, chả cá... Mang tiếng buffet nhưng tôm không được gọi thêm đâu ạ :))) chỉ được đúng vài con mang ra đĩa đầu tiên thôi. Gầu bò ăn khô và chán lắm nên mình chỉ gọi ba chỉ bò, nhưng khi gọi thêm những lần sau thì nhân viên đem ra cực kì lâu, nói chung là không nhiệt tình, còn nhăn nhó khó chịu nữa. Hôm đó mấy chị em mình ăn đã không ngon rồi còn không no :)) Nhưng vì cty tổ chức nên đi ăn thôi chứ không có sự lựa chọn",POS,POS,NEG,
197,"Thịt gà của quán là nhất đấy. Đi ăn gọi liền 4 món chân gà, cánh gà chiên, chim quay với 2 đĩa phở xào mềm ăn no căng luôn, thanh toán hóa đơn hết tròn 420k, thực sự giá quá rẻ mà ngon nữa. Cô bạn mình đi ăn xong cứ khen mãi thôi, hẹn hôm nào lên đây công tác lại qua quán ăn tiếp bữa nữa. Thích nhất là hôm ấy trời oi mà phòng lạnh ngồi ăn rất dễ chịu, thái độ nhân viên cũng nhẹ nhàng, phục vụ nhanh nhẹn.
Tuy nhiên điểm mình không vừa ý là  mấy dãy bàn nhỏ ấy, khoảng cách giữa hai bàn hơi sát nên ngồi cảm giác rất chật vì chân mình hơi dài, ngồi hơi tốn chiều ngang xíu. Nói chung là ngoại trừ điểm này ra thì mọi thứ đều ổn, hẹn sẽ quay lại quán một ngày không xa.",POS,POS,POS,
198,"Hai đứa ăn xong đau bụng cả ngày
Chân gà ok nhưng nước ko ngon",NEG,NEG,NEG,
199,"Mình vừa thử trưa nay. Điểm cộng đầu tiên là bát bún đầy đặn, rất nhiều cá rán, chả cá, chả tôm. Bề bề cũng to và chắc thịt hơn các quán khác. Giá cả rất hợp lý. 40k/bát bún hải sản. Tuy nhiên nước dùng chưa đậm đà lắm. Nhưng có thể coi là tạm ổn, và gần cơ quan mình. Sẽ quay lại",POS,POS,POS,
200,"Trước đi qua khu BK thì thấy quán nên bọn mình vào thử xem sao. Quán mới mở ngay trong khuôn viên căng-tin của Bách Khoa, nên dễ tìm lắm, ở đây mình thấy ngon nhất là món bún cá Thái Bình (như trong ảnh) ăn như bún trộn ăn thích lắm luôn, sợi bún to, nước sốt cũng ngon nữa, cá ăn giòn giòn nữa.

Quán sạch sẽ, phục vụ nhiệt tình, à còn điều hòa nữa, nên khỏi lo bị nóng ha
1 suất trong hình có giá tầm 30k ha, 1 giá hợp lí cho giá 1 bữa trưa/sáng phải không :D",NEU,NEU,POS,
201,"Đi ăn thịt nướng với ông bạn ngày mưa gió ở nhà hàng King Plus BBQ. Dẻ sườn bò mỹ mềm và thơm nức. Nhân viên phục vụ chu đáo nhiệt tình, đông khách mà vẫn phục vụ nướng tại bàn cho bọn mình. Xứng đáng 5* 😆😆😆
Mọi người ở khu vực Hà Đông, Thanh Xuân nên qua thử, quán cũng dễ tìm lắm nè 💯",POS,POS,POS,
202,"hú hú ưng quá là ưng ✌ nghe danh Vinh Tẩm đã lâu giờ mới có dịp thử )) đúng là bánh vẽ chân dung k đâu qua nổi Vinh Tẩm, nét vẽ max đẹp ❤ bánh gồm 3 lớp bánh 3 lớp kem khá dày dặn, cốt bình thường của quán là cốt vani kem socola, mình thì k thích vani nên đặt cốt cacao ít ngọt kem socola cho dễ ăn, thêm có 20k thôi mà chất lượng dã man ý 😍 nhân viên full nữ, bạn nào cũng nhiệt tình cả thân thiện 
nói chung là chym ưng 😆 😆😆",POS,POS,POS,
203,"Nói chung là ngon nhưng mấy bạn đi ăn lần đầu thì chú ý tí :v 
- Quán chỉ mở từ 2h chiều. Lần đầu tiên đi giữa trưa ra đến nơi chả thấy có gì luôn 😒
- Bánh bột lọc 5k, nộm 25k bát, cuốn 5k giá khá rẻ
- Hàng quán sạch sẽ
- Trải nghiệm nhớ đời của mình: lần thứ 2 ra để ăn thử lúc 5h thì cũng may là ông vẫn đang bán. Con em đi cùng lớ ngớ thế nào lại gọi bát bánh bột lọc chứ k gọi nộm. 2 đứa biết nhầm nên quyết định gọi 1 bát bột lọc thôi, khi ông hỏi mấy bát mình còn giơ cả ngón tay lên đề phòng ông k nghe thấy mà ông vẫn cứ làm cho 2 bát :(( thôi trót rồi nên k gọi nộm nữa để còn dành bụng đi ăn bánh tráng gần đấy 🙁🙁🙁 Ờ, xong 2 chị em vật vã ăn hết 2 bát bánh bột lọc, nghĩ bụng chắc bát này 30k :v Bánh cũng okie, ngon hơn hàng cột điện quán ở gần đấy. Đến khi trả tiền mới ớ người ra là ông cắt 8 bánh 1 bát 😂😂 tại các cháu k dặn mà 2 đứa cũng chẳng để ý 😤 Tộng thiệt hại 90k 2 bats bột lọc với 2 cái nộm cuốn. No căng mỗi tội k đúng như dự định ban đầu 😭😭😭Bác nào đi ăn lần đầu nhớ chú ý nhé :((( 
- Ấn tượng đầu khá cay đắng cơ mà vẫn muốn quay lại ăn nộm 🤣🤣🤣",POS,POS,POS,
204,"Quá trưa định đi thử Phở Thìn ở Lò Đúc cơ, nhưng mà đường xa mỏi gối, thế quái nào lại sà vào cái quán này.
Gà tần 55k (không nhớ 55k hay 65k gì đấy), thêm mì gói trần nước sôi  +10k.
Được cái là Gà Ác, nhưng tần rất ít vị thuốc, ngải cứu cũng chỉ được 1 tẹo, nước cũng chỉ được 1 tí. Có lẽ vì con gà đã chiếm hết diện tích ống bơ.

Gà đã tần sẵn để trong ống bơ, khách gọi mới trần lại cho âm ấm. Xong đổ ra bát 1 đống trông rất mất cảm tình. Cá nhân mình thấy vị dở vô cùng dở.",NEU,NEU,NEU,
205,"Bát bún siêu to khổng lồ, món nem lụi ngon ngon
Rất hài lòng luôn ý",POS,POS,POS,
206,"Bình thường ko hay ăn phở Lý quốc sư đâu nhưng hôm mình qua khu văn phú này, chả biết ăn gì, tiện thì vào.
Bát phở to, nhiều thịt. Trên hình là phở tái gàu. Nước trong, k bị mỡ quá. Nói chung ăn được.
Giá khá hạt dẻ so vs 1 bát to thế. 32k
Giá dao động từ 25-35k thôi.
Chỗ ngồi rộng rãi, cũng sạch sẽ, quán có điều hòa nữa.",POS,POS,POS,
207,Tôi vừa đặt 1 xuất cơm vịt mất 70 trên now nhưng cửa hàng lại quên ko cho vịt vào,NEG,NEG,NEG,
208,"Có cô quen cho văn phòng mình voucher giảm giá nên ăn thử pizza ở đây
Pizza hải sản rất ngon, món sườn ướp đặc biệt ngon và vừa miệng, mình lấy khoai tây chiên chấm cùng nước sốt này ngon nhức nhối luôn
Văn phòng mình gọi ship về nên thấy rất ngon và nóng vì vp mình gần đây
Món pizza bò mình không thích lắm vì không thích vì hơi không hợp vị, ngược lại pizza hải sản thì lại rất ngon theo đa số mọi người trong văn phòng
Có tặng kèm coka, giao hàng thần tốc
Nhất định sẽ còn ủng hộ dài",NEU,NEU,POS,
209,"Quán dễ tìm lắm. Lần đầu ăn bánh đúc nóng, ngon, lạ, dễ ăn. Gía bình dân, 20k 1 bát",POS,POS,POS,
210,"Đồ uống ngon
Không gian đẹp
😍😍😍",POS,POS,POS,
211,"Cũng giống như các cơ sở Fresh Garden khác, bánh mỳ ở đây khá tươi, bánh gateux, bánh kem ăn ok, không bị ngấy. Cảm giác cũng khá sạch sẽ nên yên tâm. Có cả caramen, sữa chua nữa, ngon, ngầy ngậy thơm thơm.
Nhân viên lễ phép, nhiệt tình.
Điểm trừ ở đây là giá cao so với các chỗ khác mà chất lượng bánh không có gì nổi bật, chỉ được trang trí đẹp.",POS,POS,NEU,
212,"Ngon bổ rẻ , ấn tượng tương ớt chấm rất ngon, mỗi tội hơi ít món, cần nâng thêm vài món nhậu nữa",NEU,NEU,NEU,
213,"Bít tết ăn ngon, không gian quán đơn giản, ấm cúng, nhân viên nhiệt tình, thân thiện. Sẽ còn quay lại ủng hộ quán",POS,POS,POS,
214,"Chỗ này 2 suất đầy đủ với 1 giả cầy 105k quá ngon quá rẻ cho 1 món ăn vỉa hè, mắm tôm ngon, nấu nướng làm đồ sạch sẽ còn được free trà đá. Đi ăn bún đậu chỉ mong về k bị đau bụng mà về chả làm sao
5 sao cho quán",POS,POS,POS,
215,"Biết là quán xa nhà. Mà lại k có time đi lên quán ăn. Đành phải order giao về. 12km tưởng món sẽ lạnh ngụi lun rồi.
Ai ngờ còn âm ấm. Vẫn ngon tuyệt vời cú mèo.",NEU,NEU,POS,
216,"Trước ở gần nên ăn ở đây suốt. Ngay đối diện trường cấp 1-2 dịch vọng hay sao cũng ko nhớ rõ. Mình chuyên gọi bánh đa cá, thích nước dùng ở đây cực đậm đà, mình ăn thử nhiều quán bún cá mà chưa ưng quán nào như quán này. Bây giờ chuyển nhà rồi vẫn thừm thỉnh thoảng quay lại ăn. Quán mới sơn lại nhìn sạch sẽ hơn, mùa hè mái tôn vẫn nóng. Quán cafe bên cạnh thì nước cực đắt nhé",POS,POS,POS,
217,"Không gian quán nhiều góc nhỏ xinh, Ban công mùa hè rất tuyệt vời. Mùa Noel có nhiều góc checkin sống ảo cực kì chất!
 Quán ở đối diện 124 Lê Lai hà Đông. Có chỗ đỗ oto rthoair mái các bạn nha",POS,POS,POS,
218,"Hôm trước ghé qua chợ nghĩa tân mình vào đây mua thử mang về xem sao. Giá khá rẻ. Tào phớ mua về 7k, chè thái 12k. Bọn mình mang về đến nơi thì tan hết đá nên ăn chè thái và tào phớ khá ngọt. Phục vụ nhanh nhẹn. Tào phớ có cả thạch gang và chân trâu. Còn chè thái ngọt quá. Nếu ăn ở đấy có lẽ sẽ ngon hơn.",POS,POS,POS,
219,"Thơm, sạch sẽ",POS,POS,POS,
220,"Quá ngon và rẻ cho một cuộc tình chỉ 45k chỗ này ai mà tin được ạ, mỗi tội về ko ai ăn cùng 😂 mọi người vào shopee đặt ngay nhé, đang có giảm 100% tối đa 60k",POS,POS,POS,
221,"Mình mua hôm nay 10 nem khá to, giòn và rất ngon, tươi nữa!",POS,POS,POS,
222,Vị oreo kem cheese khá béo uống cũng ok trân châu hơi nát,POS,POS,NEU,
229,"Mon men đi vào con ngõ nhỏ xíu là khoảng sân rộng, leo lên bậc cầu thang nho nhỏ của ngôi nhà cổ, tới căn gác tầng cao là khoảng không rộng nhìn ra bờ hồ. Gió mát rượi. Cà phê trứng không xuất sắc ngon nhưng được cái view ra bờ hồ hóng gió mát rất thích. Dưới sân nhà có em mèo nhà ai to đùng luôn vuốt ve thích lắm mà không thèm mở mắt ra...",POS,POS,POS,
231,"Nước lẩu ngọt đậm đà, miến dai dai cùng thịt bò tươi ngon. 
10/10 cho chất lượng 👍🏻

P/s: Có ai biết miến trong lẩu bull ở đâu bán ko nhỉ?",POS,POS,POS,
232,"Quán ramen ngon mỗi khi đến Hà Nội mình đều ghé quán. 
Chủ và nhân viên đều tận tình lịch sự tư vấn món, bước vào bước ra đều nghe câu chào bằng tiếng Nhật.
Giá thành từ 160/1 tô chất lượng và đậm chất ramen, thực khách đa số là người nước ngoài, rất khó để chiếm được lòng tin từ họ nhưng quán đã làm được vì lần nào mình vào cũng thấy đông.
Âm nhạc hay nhẹ nhàng tăng cảm giác ngon miệng",POS,POS,POS,
233,"Quán ăn là một điểm vô cùng đặc biệt cho những ai mê món dê núi và gà đồi. Với nhiều món ăn được chế biến từ dê núi từ Ninh Bình, thực khách có thể thưởng thức tất cả những hương vị từ món dê. 

Đặc biệt món dê hấp luôn mang lại mùi vị đặc trưng mà chỉ có ở Dê núi Ninh Bình mà thôi.

Quán nằm ngay mặt tiền đường, rất dễ tìm và có đội ngũ nhân viên phục vụ tận tình. Quán luôn được trang bị điều hoà tạo cảm giác thoải mái mỗi khi ghé thăm. Đây quả thực là một điểm hẹn lý tưởng cho bữa trưa cùng đồng nghiệp hoặc bữa tối cùng gia đình.",POS,POS,POS,
234,"nơi khá đẹp để ở và gần mọi thứ chúng tôi cần khi khách du lịch bên cạnh tháp bidv và vietcombank hq gần phố cổ hồ
đồ ăn sáng không như mong đợi không chất lượng cho khách sạn khá là xấu hổ",POS,POS,NEU,
235,"Bánh khúc ngon, nhân thịt đậu bên trong
Kèm cả chả cốm, chả thịt
Gần ks nên sáng mua ăn đi đường",POS,POS,POS,
236,"Hoa quả dầm ở đây rất đầy đặn, nhiều loại quả, giá rẻ mà cốc rất to. Mình gọi ship Now, cốc được đóng chắc chắn, không đổ chảy gì. Nhất định sẽ còn mua nhiều lần nữa. Các bạn nên ăn thử đi ạ. Không thất vọng đâu. Good!!!!!",POS,POS,POS,
237,"Một quán trà ngon phụ thuộc vào rất nhiều yếu tố:
- Không gian
- Người đi cùng
- Âm nhạc
- Vị của trà

Quàn này Không gian: vứt vì nhiều hôm rất rất xô bồ.
Âm nhạc cũng không có gì
Vị của trà bình thường

Nói chung quán này thuộc thể loại tiện ở khu đấy thì có thể ghé vào. Tuy nhiên đi thì đi nhóm đông hợp lý hơn đi 2 người, vì rất đông cho nên hơi ồn ào, không có sự thư thái của nghệ thuật thưởng trà đúng nghĩa mang lại",NEU,NEU,NEG,
238,Ghi 250g/suất sụn lợn nhưng nhận được hơn 200g như ảnh tính cả hộp đựng cũng tới 20g rồi (cân nhà mình đã còn chỉnh tươi lên cả 1-2 vạch từ trc luôn). Chất lượng dịch vụ quá tệ. Gian dối.,NEG,NEG,NEG,
239,"Nước dùng phở thơm, đậm đà vừa miệng rất hợp khẩu vị với mình. Cơm rang thì đĩa to bự nóng hổi thơm ngon lại còn có cả đồ ăn kèm là dưa chuột chua ngọt và nước canh nữa nên chẳng sợ ngán. Chắc chắn sẽ rủ người thân và bạn bè đến đây ăn dài dài 😊",POS,POS,POS,
240,"Quán nằm ngay đối diện văn miếu với quả biển đỏ chói lọi chữ ""kem"" nhìn là thấy.
Nhưng quán khá nhỏ nên phải sang ngồi bên vườn hoa đối diện khá mát dù thời tiết lên tới 40°C.
Cô chủ quán và anh trong quán nhiệt tính thân thiện.
Có kem,.. dừa lạnh, ..mía đá... ( thực sự nước mía quá ngọt như độn đường) mặc dù anh ở quán có bảo quán anh không cho đường.
Giá cả: khu này thì độn giá từ 5k so với chỗ khác, m gọi 2 dừa, 2 kem, 6- 7 cốc nước mía giá 203k chỉ lấy 200k thôi.
Tuy độn nhưng còn rẻ hơn trong Văn Miếu.",POS,POS,NEU,
241,"Quán không gian rộng rãi , sạch sẽ, yên tĩnh
Đồ uống cực ngon luôn nhé các bạn❤️
Trà sữa Mango Matcha Latte nghiện ngất nhây luôn ạ",POS,POS,POS,
242,"Hôm đó 2 đứa thèm bánh cuốn dã man mà không biết ăn ở đâu nên vào đây. Quán ngay gần ngã 4 Huỳnh Thúc Kháng cắt Nguyễn Chí Thanh. Quán vắng tanh chỉ có 2 đứa, thật ngại ngùng :)) Bọn mình 2 đứa phải gọi 3 lần như này mới no. Bánh mình ord không nóng, chỉ hơi ấm thui. Thịt nhìn thật mất cảm xúc :(
Dù khách vắng nhưng nhân viên không quá niềm nở. 
Nói chung bánh cuốn sang choảnh này không hợp nhắm với chúng mềnh hehe",NEU,NEU,NEG,
243,"trời ơi đồ uống ở đây vừa ngon mà giá lại hợp lí quá trời lun :3 mỗi lần mình mua đều mua trên 10 cốc dù ở hơi xa nhưng mê trà đào cam sả, sữa tươi trân châu đường đen với trà sữa xoài ở đây lắm nhé nên vẫn đặt đều. trân châu đen ở đây dẻo và ngon lắm có lần mình lỡ ăn không hết cất tủ mà hôm sau ăn trân châu vẫn dẻo ngon. cô chủ ở đây cũng teen và tâm lí lắm . Quán dù mới mở nhưng sẽ vừa thử đã mê thế này rồi",POS,POS,POS,
244,"Mực viên chiên lèo tèo có vài miếng mà 45k 
Chè ăn cũng bt
K giảm giá 35% thì đúng là k nên ăn",NEG,NEG,NEG,
245,"Chỉ là một buổi tối đi về muộn mà nhà hết thức ănn nên ghé qua gặp bừa tiệm nào thì vào ăn thôi đóoo.
Quán nằm trên đường Khương Thượng đối diện với trường mầm non gì gì đó. Cũng khá là vắng khách chắc do muộn nữa.
Anh chủ làm khá là nhanh, vị phở bò cũng khá là đậm đà. Cơ mà thấy thịt bò cứ sao sao ấy không ngon lắm đâuu hx.
Ăn cũng đầy đặn lắm, mình ăn cố mãi mới hết được. Giá cả cũng bình dân vì là quán bình dân mà 30k/bát.
Ngoài ra ở đây còn có cả cơm rang nhaa",NEU,NEU,POS,
246,"Hôm nay đẹp zời anh chồng đọc trên zing cái quán này có món mới nên rủ vợ đi ăn vì biết vợ thích ăn lẩu. 
Cơ mà lần sau chắc ko nghe anh chồng đọc báo nữa .
Quán này mình đến 1 lần rồi nhưng lúc ý chưa có lẩu bò nhúng nếp ả với chưa tham gian foody hehe..
🔸 Vị trí : số 8 ngõ 97 Phạm Ngọc Thạch, quán cạnh siêu thị Uni mart, đi thăng vào là thấy.. Cũng dễ tìm
🔸 không gian : thì cũng đầu tư bàn ghế hơn mấy hàng lẩu bt thôi ko có j đặc sắc. 
🔸 nhân viên : kiểu chán ko muốn làm việc ý, đợi đồ ăn lâu mút chỉ xuyên thế kỷ. 
🔸 đồ ăn : lúc bê cái mẹt ra mình thất vọng toàn tập, đúng kiểu bôi ra cho lắm thôi chứ đc 1 nhúm thịt dứoi lại còn độn rau với đậu... 
Lẩu thì cũng ngọt nước vị bò đấy nhưng về lượng thây ko ok lắm nên ko thể thấy chất tốt nổi. Chế biến nc lẩu kiểu j mà vừa bê lên đã bao nhiêu váng rồi..
Nói chung ko bao giờ quay lại.
Cảm giác đắt nhưng ko xứng đáng với đồng tiền bỏ ra.",POS,POS,NEG,
247,"Coffee Club ở tầng 4 view cực đẹp, đồ uống bình thường mà giá cả đắt hơn 1 tí so với bên ngoài, muốn ngồi được chỗ đẹp phải đợi mới có chỗ, nhưng bõ công. Đi chơi với gấu mà ngồi đây thì tuyệt",POS,POS,POS,
248,"Quán này ở đầu Lê Thanh Nghị gần giải phóng hơn ấy. Mặt tiền rộng to đẹp mà chs siêu vắng )) chắc khu này ít người thích hoặc không quảng bá mạnh. Nội thất ok, có 2 tầng mát mẻ sáng sủa, decor đẹp, wifi không mạnh lắm, wc sạch sẽ.
Mình vào đây là vì trời nắng quá ngại đi xa )) đồ uống  giá khá là cao, uống ok. Tên với slogan thì kêu tàn bạo luôn )) tên topping toàn hán việt nghe xoắn cả quẩy. Hàn thiên  trân châu trắng )) còn ái ngọc với tiên thảo là thạch hay j ấy )) váng sữa  kem sữa mình uống thấy cũng được, còn phomai thì đắt hơn mấy ngàn mà uống ngậy hơn tí thui :v topping bình thường, riêng thạch mình thấy thơm khá là thích. Cốc nhựa cứng cầm khá là xinh, chắc chắn.
Nhân viên khá là thoải mái )) bọn mình nhây ở đấy lâu lắm ý. Lúc order còn trêu các bạn ý vụ tên topping mãi ))
Nói chung là ổn, nên thử.",POS,POS,POS,
249,"Theo mình thì phần vỏ hơi bị cứng, sốt teriyaki ko ngon. Củ cải ăn kèm thì nhạt.",NEG,NEG,NEG,
250,"Đã gọi ship 3 lần, quan nhìu món phết, mới thử được mấy món, thấy ăn cũng đươc, gần chỗ mình nên sẽ ủng hộ dài dài",POS,POS,POS,
251,Đặt đơn từ 14h38. Tới hơn 3h gọi xác nhận đơn? 🙄 và nhận đc đồ lúc hơn 4h chiều. Thật sự k thể chịu nổi vì cái sự lề mề này! Xong còn giao sai đồ nữa. Khó chịu!,NEG,NEG,NEG,
252,"Trà sữa nhái, uống lợm. Mng mua nên tránh quán này ra kẻo mất tiền oan",NEG,NEG,NEG,
253,ăn được,NEU,NEU,NEU,
254,"Thức uống quá ngon và tuyệt vời
Tôi thích nhất món này",POS,POS,POS,
255,"Lần đầu ăn thử bánh này mình thấy bánh giòn, nhân vừa vặn khá ngon
Quán bán online nên k có chỗ ngồi ăn mà fai mua mang về.",POS,POS,POS,
256,"Mình đã đặt 35 cốc trà sữa cho lớp 
Ai cũng cảm thấy rất ngon tuyệt vời
Nhân viên vui tính hoà đồng 
Giá thành hợp lý , view nếu ngồi ở ngoài rất thoải mái
Cốc và trang trí rất đẹp 😍
Cảm ơn ManCha về những cố trà sữa",POS,POS,POS,
257,"- Quán này ngay mặt đường Trần Đại Nghĩa này. Trông cũng có vẻ to rộng, thoáng mát phết. Quán bình dân thôi nên có vài bộ bàn, ghế nhựa để ngồi cơ mà không gian quán thoáng nên cũng không bị tù túng cho lắm
- Quán chuyên bán các món về lòng như dồi, cháo lòng và có cả bún đậu nữa. Quán còn có cả máy lạnh luôn nhé
- Qua ăn thử bát cháo lòng thì trông tô cháo cũng nhiều, hơi loãng quá và trông hơi dơ do chan bị dây ra ngoài bát mà không lau đi. Ăn cũng tạm được thôi, không phải xuất sắc
- Giá cả rẻ",POS,POS,POS,
258,"Nghe các bạn nói đã lâu mà hôm nay mới có dịp ăn thử. Pizza đế mỏng, nhân đầy đặn lắm nhé. Mình vốn khoái pizza rồi. Ăn thử thấy ok phết. Bánh giao đến nơi vẫn nóng. Sz M mà chắc 2 đứa k ăn hết luôn. Đặt ship trên Now cũng tận tình và chu đáo.",POS,POS,POS,
259,"Hộp đựng sạch sẽ, bún đầy đặn. Vừa miệng.",POS,POS,POS,
260,"Bánh cuốn ngon , mềm dẻo và mướt bánh. Mang về được gói giấy bạc rất cẩn thận , hành phi quán tự làm nên rất thơm . Bánh khoái thì tuỳ ng ăn sẽ yêu cầu làm cùng bắp cải+ thì là hay bắp cải + rau cần. lần đầu m ăn bánh tráng còn hơi dày bột một chút , lần này ăn lại thì thấy bánh tráng mỏng nên ăn ngon hơn . Chả tôm đúng kiểu kẹp que tre nướng than hoa nên thơm và đúng vị , vỏ bánh vừa phải ko bị dày quá như 1 số nơi khác . 1 xuất được 5 gắp - 20 miếng . Nước chấm vừa miệng nhưng nếu có thêm 1 ít sung nữa thì chuẩn luôn . Quán sạch sẽ nhưng nếu đông khách có thể phải chờ hơi lâu một chút , vì quán cứ có khách gọi mới làm .",POS,POS,POS,
261,"🍉 nằm ngay ngoài mặt đường và gần quán bánh canh ghẹ nên cũng dễ tìm. Tuy nhiên biển mỳ quảng lại khá bé,biển to lại chỉ đề cơm bình dân nên mình thấy khách chủ yếu đến ăn cơm @@
🍉quán có cả chỗ ngồi ngoài đường và trong nhà nhưng ngồi trog nhà khá nóng @@
🍉 mỳ quảng đầy đủ là 30k/bát có thịt gà,tôm,thịt lơn.,nửa quả trứng. Btrc thì cũng đc đủ ăn nhưng h đc ít lắm,mỳ cũng ít luôn,tôm thì ko tươi lại còn suy dinh dưỡng :(( ăn xog mà thấy như chưa ăn.
🍉 bù lại thì đc bánh đa ngon,giòn chỉ có 3k/chiếc.",NEU,NEU,NEU,
